nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score,benefit_per_cost
NCT06229340,Leflunomide or Combination of MEK Inhibitor and Hydroxychloroquine for Refractory Patients With RAS Mutations,Recruiting,Phase 2,"['RAS Mutation' 'Ras (Kras or Nras) Gene Mutation'
 'Colorectal Cancer Recurrent' 'Pancreas Cancer' 'Lung Cancer' 'Melanoma'
 'Refractory Cancer']","['Leflunomide'
 'The combination of MEK inhibitor + hydroxychloroquine( plaquenil) ± bevacizumab']",['Russia'],N.N. Petrov National Medical Research Center of Oncology,N.N. Petrov National Medical Research Center of Oncology,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06229912,A Phase II Study of the Menin Inhibitor Revumenib in Leukemia Associated With Upregulation of HOX Genes,Recruiting,Phase 2,['Leukemia' 'HOX Gene'],['Revumenib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06230354,Explore the Efficacy and Mechanism of Action of Tezepelumab in Eosinophilic Granulomatosis With Polyangiitis,Enrolling by invitation,Phase 2,['EGPA - Eosinophilic Granulomatosis With Polyangiitis'],['Tezepelumab' 'Placebo'],['United Kingdom'],Imperial College London,Imperial College London,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06230471,Pembrolizumab With or Without Lenvatinib or Chemotherapy in First-Line Treatment of Advanced Biliary Tract Cancer,Recruiting,Phase 2,['Biliary Tract Neoplasms Immunotherapy'],"['Pembrolizumab,Lenvatinib and Gemox Chemotherapy（Gemcitabine and Oxaliplatin）'
 'Pembrolizumab and Lenvatinib'
 'Pembrolizumab and Gemox Chemotherapy（Gemcitabine and Oxaliplatin）']",['China'],Peking Union Medical College Hospital,Peking Union Medical College Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06230757,Psilocybin for Treatment-Resistant Depression,Recruiting,Phase 2,['Major Depressive Disorder' 'Anhedonia' 'Treatment Resistant Depression'],['Psilocybin 25mg' 'Placebo (active placebo)'],['United States'],"University of Colorado, Denver","University of Colorado, Denver",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06231017,Adebrelimab Plus Cetuximab and Chemotherapy for Patients With RAS/BRAF Wild-Type Unresectable Liver Metastases Colorectal Cancer,Recruiting,Phase 2,['Metastatic Colorectal Cancer'],['Adebrelimab + Cetuximab+ Chemotherapy'],['China'],The First Affiliated Hospital of Zhengzhou University,The First Affiliated Hospital of Zhengzhou University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06231381,Efficacy and Safety of HB0034 in Patients with Generalized Pustular Psoriasis (GPP),Recruiting,Phase 2,['Generalized Pustular Psoriasis (GPP)'],['HB0034' 'Placebo'],['China'],"Shanghai Huaota Biopharmaceutical Co., Ltd.","Shanghai Huaota Biopharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06231641,The Effects of Lemborexant on the Ability to Sleep During Daytime,Recruiting,Phase 2,['Shift-Work Sleep Disorder'],['Lemborexant 5 MG [Dayvigo]' 'Matching Placebo'],['Canada'],Centre Integre Universitaire de Sante et Services Sociaux du Nord de l'ile de Montreal,Centre Integre Universitaire de Sante et Services Sociaux du Nord de l'ile de Montreal,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06228560,Efficacy and Safety of LP-003 in Patients With CSU Who Remain Symptomatic Despite Antihistamine (H1) Treatment,Recruiting,Phase 2,['Chronic Spontaneous Urticaria'],['LP-003' 'Placebo' 'Omalizumab'],['China'],Longbio Pharma,Longbio Pharma,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06231680,Thalidomide Prevention or Treatment of Camrelizumab-induced Reactive Cutaneous Capillary Endothelial Proliferation (RCCEP),Recruiting,Phase 2,"['Lung Cancer, Nonsmall Cell' 'Esophageal Carcinoma']","['Camrelizumab' 'Thalidomide 50mg' 'Thalidomide 100mg' 'Thalidomide 200mg'
 'Chemotherapy']",['China'],Henan Cancer Hospital,Henan Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06232564,A Study of Etoposide-carboplatin in Combination With Pembrolizumab and Lenvatinib Maintenance in HG-NETs,Recruiting,Phase 2,['Neuroendocrine Tumors'],['Pembrolizumab in combination with carboplatin and etoposide chemotherapy followed by pembrolizumab and lenvatinib maintenance therapy'],['United Kingdom'],Imperial College London,Imperial College London,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06232577,5x-Multiplier vs 3-Tier Model for Discharge Opioid Prescriptions After Intra-abdominal Cancer Surgery: A Randomized Clinical Trial,"Active, not recruiting",Phase 2,['Intra-abdominal Cancer'],['Hydrocodone' 'Tramadol' 'Oxycodone'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06232655,Cladribine Venetoclax in Monocytic AML,Recruiting,Phase 2,['Acute Myeloid Leukemia'],['Cladribine' 'Venetoclax' 'Azacitidine'],['United States'],"University of Colorado, Denver","University of Colorado, Denver",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06233344,Mindfulness-assisted Psychedelic Therapy,Recruiting,Phase 2,['Mental Health'],['Psilocybin plus mindfulness training' 'Psilocybin'],['United States'],University of Southern California,University of Southern California,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06233461,A Study on the Safety of TAK-279 and Whether it Can Reduce Inflammation in the Bowel of Participants With Moderately to Severely Active Crohn's Disease,Recruiting,Phase 2,"[""Crohn's Disease""]",['TAK-279' 'Placebo'],"['Australia' 'Belgium' 'Bulgaria' 'Canada' 'China' 'Czechia' 'Denmark'
 'France' 'Germany' 'Greece' 'Hungary' 'Israel' 'Italy' 'Japan'
 'Netherlands' 'Norway' 'Poland' 'Romania' 'Slovakia' 'South Korea'
 'Switzerland' 'Taiwan' 'United Kingdom' 'United States']",Takeda,Takeda,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06233591,Evaluating LP-10 in Subjects With OLP,"Active, not recruiting",Phase 2,['Oral Lichen Planus'],['LP-10 (Liposomal Tacrolimus)'],['United States'],"Lipella Pharmaceuticals, Inc.","Lipella Pharmaceuticals, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06228963,Orelabrutinib in the Treatment of HP-positive Gastric MALT Lymphoma,Recruiting,Phase 2,['MALT Lymphoma of Stomach' 'Helicobacter Pylori Infection'],"['Triple therapy for eradication of Helicobacter Pylori and Orelabrutinib'
 'Triple therapy for eradication of Helicobacter Pylori']",['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06228066,Lurbinectedin With or Without Avelumab in Small Cell Carcinoma of the Bladder (LASER),Recruiting,Phase 2,"['Small Cell Carcinoma of the Bladder'
 'High Grade Neuroendocrine Tumors of the Urinary Tract']",['Lurbinectedin' 'Avelumab'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06224244,External Hypofractionated Radiotherapy With Simultaneous Integrated Boost in Early Breast Cancer Patients,"Active, not recruiting",Phase 2,['Breast Neoplasms' 'Breast Cancer'],"['Ten-fraction hypofractionated breast radiotherapy with 40 Gy simultaneous integrated bed boost'
 'Ten-fraction hypofractionated breast radiotherapy with 43 Gy simultaneous integrated bed boost']",['Italy'],Regina Elena Cancer Institute,Regina Elena Cancer Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225999,"Phase 2 Study of Irinotecan Liposome Injection, Oxaliplatin, 5-fluorouracil/Levoleucovorin in Japanese Participants Not Previously Treated for Metastatic Adenocarcinoma of the Pancreas","Active, not recruiting",Phase 2,['Metastatic Adenocarcinoma of the Pancreas'],"['Irinotecan liposome injection (S095013)' 'Oxaliplatin'
 'LLV (levoisomer form of leucovorin)' '5- FU (5-Fluorouracil)']",['Japan'],Institut de Recherches Internationales Servier,Institut de Recherches Internationales Servier,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06224257,Efficacy and Safety of Linperlisib in Relapsed/Refractory Large Granular T Lymphocytic Leukemia,Recruiting,Phase 2,['Relapsed/Refractory Large Granular T Lymphocytic Leukemia'],['Linperlisib'],['China'],"Institute of Hematology & Blood Diseases Hospital, China","Institute of Hematology & Blood Diseases Hospital, China",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225232,Psilocybin in the Treatment of Cannabis Use Disorder: A-Proof-of-Concept Study,Recruiting,Phase 2,"['Cannabis Use Disorder, Moderate' 'Cannabis Use Disorder, Severe']",['Psilocybin combined with Psychotherapy'],['Canada'],McMaster University,McMaster University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225258,Xanthohumol as an Adjuvant in the Treatment of Septic Shock,Recruiting,Phase 2,['Septic Shock' 'Pneumonia' 'ARDS'],['Xanthohumol'],['Poland'],Medical University of Lublin,Medical University of Lublin,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225284,Neoadjuvant Chemotherapy With or Without GnRH Agonist for Premenopausal Triple-negative Early Breast Cancer Patients,Recruiting,Phase 2,['Triple Negative Breast Cancer' 'Premenopausal Breast Cancer'],['Goserelin Acetate 3.6mg、Goserelin Acetate 10.8mg、Leuprolide Acetate 3.75mg、Leuprorelin Acetate 22.5mg、Triptorelin pamoate 11.25mg、Triptorelin pamoate 22.5mg'],['Taiwan'],National Taiwan University Hospital,National Taiwan University Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225544,Lumasiran in Hyperoxalaemic Patients on Haemodialysis,Recruiting,Phase 2,"['Haemodialysis' 'Chronic Kidney Disease Requiring Chronic Dialysis'
 'Cardiovascular Disease' 'Cardiovascular Risk Factor' 'Hyperoxalemia']",['Lumasiran' '0.9% Sodium Chloride (placebo)'],['Germany'],"Charite University, Berlin, Germany","Charite University, Berlin, Germany",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225843,Sotevtamab (AB-16B5) Combined With FOLFOX as Neoadjuvant Treatment Prior to Resection of Colorectal Cancer Liver Metastasis,Recruiting,Phase 2,['Metastatic Colorectal Cancer'],['Sotevtamab' 'FOLFOX'],['Canada'],Alethia Biotherapeutics,Alethia Biotherapeutics,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06225973,A Study of TL-925 Ophthalmic Emulsion as a Treatment for Dry Eye Disease,"Active, not recruiting",Phase 2,['Dry Eye Disease'],['TL-925' 'Placebo'],['United States'],"Telios Pharma, Inc.","Telios Pharma, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06226025,Correcting Circadian Rhythms to Breakthrough in Bipolar Disorder,Recruiting,Phase 2,['Bipolar Disorder' 'Delayed Sleep-Wake Phase Disorder'],"['Melatonin' 'Placebo' 'Behavioral sleep intervention'
 'Behavioral sleep control']",['United States'],Leslie Swanson,Leslie Swanson,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06228053,Study of SX-682 Plus Enzalutamide in Men With Abiraterone-Resistant Metastatic Castration Resistant Prostate Cancer,Recruiting,Phase 2,['Metastatic Castration-resistant Prostate Cancer'],['SX-682' 'Enzalutamide'],['United States'],"Syntrix Biosystems, Inc.","Syntrix Biosystems, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06226610,Dupixent in Adults With Refractory Post-Burn Pruritus in an Ambulatory Clinic,Recruiting,Phase 2,['Pruritis'],['Dupilumab' 'Placebo'],['United States'],Akron Children's Hospital,Akron Children's Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06226805,Study of BB-031 in Acute Ischemic Stroke Patients (RAISE),Recruiting,Phase 2,['Acute Ischemic Stroke'],['BB-031' 'Placebo'],['Australia' 'Canada' 'United States'],"Basking Biosciences, Inc.","Basking Biosciences, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06226883,A Phase 2 Study to Evaluate MORF-057 in Adults With Moderately to Severely Active Crohn's Disease,Recruiting,Phase 2,"['Inflammatory Bowel Diseases' ""Crohn's Disease""]",['Placebo' 'MORF-057'],"['Austria' 'Brazil' 'Canada' 'Colombia' 'Croatia' 'Czechia' 'France'
 'Georgia' 'Germany' 'Hungary' 'India' 'Italy' 'Japan' 'Kazakhstan'
 'Latvia' 'Mexico' 'Poland' 'Romania' 'Serbia' 'Slovakia' 'Spain'
 'United States']","Morphic Therapeutic, Inc. (A Wholly Owned Subsidiary of Eli Lilly and Company)","Morphic Therapeutic, Inc. (A Wholly Owned Subsidiary of Eli Lilly and Company)",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06227117,"Neoadjuvant Study of DV in Combination Toripalimab or Sequence Chemotherapy in HR-negative, HER2 Low-expressing Breast Cancer",Recruiting,Phase 2,['Breast Cancer'],"['Disitamab Vedotin Injection （18 weeks）' 'Toripalimab （18weeks）'
 'Carboplatin' 'Disitamab Vedotin Injection （12 weeks）'
 'Sequential Epirubicin' 'Sequential CTX' 'Toripalimab （12weeks）']",['China'],"RemeGen Co., Ltd.","RemeGen Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06227156,"Disitamab Vedotin in the Treatment With HER2- Expression, Subjects With Locally Advanced or Metastatic Castration-resistant Prostate Cancer",Recruiting,Phase 2,['Castration-resistant Prostate Cancer'],['Disitamab Vedotin Injection'],['China'],"RemeGen Co., Ltd.","RemeGen Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06227546,MGC018 in Patients With Relapsed or Refractory Extensive-Stage Small-Cell Lung Cancer,"Active, not recruiting",Phase 2,['Extensive-stage Small-cell Lung Cancer'],['MGC018'],['United States'],Georgetown University,Georgetown University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06227585,Feasibility Study for Bevonescein-Assisted Nerve Visualization in Head & Neck Surgery,Recruiting,Phase 2,['Head and Neck Surgery'],['REVEAL 475 System' 'Bevonescein'],['United States'],"Alume Biosciences, Inc.","Alume Biosciences, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06213233,MIVetsCan: Cannabidiol (CBD)-Care Trial,Recruiting,Phase 2,"['Pain, Chronic']",['Placebo' 'Cannabidiol'],['United States'],Kevin Boehnke,Kevin Boehnke,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06212453,"Evaluation of the Functional Outcomes After Bilateral, 3D Ultrasound-guided Focal Thermal Ablation of the Prostate Transition Zone, in Patients with Benign Prostatic Hyperplasia-related Obstruction",Recruiting,Phase 2,['Benign Prostatic Hyperplasia'],['Targeted Microwave Ablation'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06189638,Phase II Study to Evaluate Efficacy and Safety of AMP Peptide PL-5 in Mild Infections of Diabetic Foot Ulcers,"Active, not recruiting",Phase 2,['Diabetic Foot Ulcers'],['Antimicrobial Peptide PL-5 Topical Spray and Placebo'],['United States'],"Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.","Jiangsu ProteLight Pharmaceutical & Biotechnology Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06196788,Transcatheter Arterial Infusion to Patients With Advanced Pancreatic Cancer,Recruiting,Phase 2,['Pancreatic Cancer'],['Gemcitabine' 'Nab paclitaxel'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06195072,Platform Clinical Study for Conquering Scleroderma,Recruiting,Phase 2,['Interstitial Lung Disease Due to Systemic Disease' 'Scleroderma'],['Amlitelimab' 'BI 1015550 (Nerandomilast)' 'Placebo'],['United States'],"Scleroderma Research Foundation, Inc.","Scleroderma Research Foundation, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06195306,Low Dose Tamoxifen With or Without Omega-3 Fatty Acids for Breast Cancer Risk Reduction,Recruiting,Phase 2,"['Breast Atypical Hyperplasia' 'Breast Carcinoma'
 'Breast Ductal Carcinoma In Situ' 'Breast Lobular Carcinoma In Situ']","['Biospecimen Collection' 'Mammography' 'Omega-3-Acid Ethyl Esters'
 'Questionnaire Administration'
 'Random Periareolar Fine-Needle Aspiration' 'Tamoxifen']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06195683,"Serplulimab for Patients With Non-small Cell Lung Cancer (NSCLC) With TPS ≥ 50%: a Prospective, Single-center, Single-arm Phase 2 Study.","Active, not recruiting",Phase 2,['Non-small Cell Lung Cancer' 'PDL1 Gene Mutation'],['Serplulimab'],['China'],Zhejiang Cancer Hospital,Zhejiang Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06195982,Ketones in Heart Failure With Reduced Ejection Fraction,Enrolling by invitation,Phase 2,['Heart Failure With Reduced Ejection Fraction'],['ketone ester' 'placebo'],['United States'],Duke University,Duke University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06196203,A Study of AK117 in Combination With Azacitidine in Patients With Myelodysplastic Syndromes,Recruiting,Phase 2,['Higher-risk Myelodysplastic Syndromes'],['AK117' 'Placebo' 'Azacitidine'],['China' 'United States'],Akeso,Akeso,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06196450,Maternal Probiotic Intervention to Improve Gut Health,Recruiting,Phase 2,['Environmental Enteric Dysfunction' 'Gut Microbiota Dysbiosis'],['Vivomixx' 'Microcrystalline maltose'],['Bangladesh'],"International Centre for Diarrhoeal Disease Research, Bangladesh","International Centre for Diarrhoeal Disease Research, Bangladesh",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06196697,AK104 in Combination With AK112 Plus Chemotherapy(SOX/XELOX) as First-line Treatment for Advanced G/GEJ Cancer,Recruiting,Phase 2,['Gastric Adenocarcinoma' 'Gastroesophageal Junction Adenocarcinoma'],['Cadonilimab' 'Ivonescimab' 'XELOX' 'SOX'],['China'],Harbin Medical University,Harbin Medical University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06196840,Safety and Efficacy of LX102 Gene Therapy in Patients With Neovascular Age-related Macular Degeneration (nAMD) (VENUS),"Active, not recruiting",Phase 2,['Neovascular Age-Related Macular Degeneration'],['LX102 subretinal injection' 'Aflibercept intravitreal injection'],['China'],"Innostellar Biotherapeutics Co.,Ltd","Innostellar Biotherapeutics Co.,Ltd",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06194656,Clinical Trial of SIBP-03 in Patients With Head and Neck Squamous Cell Carcinoma,Recruiting,Phase 2,['Head and Neck Squamous Cell Carcinoma'],"['HER3 Monoclonal antibodies-Dose A' 'HER3 Monoclonal antibodies-Dose B'
 'HER3 Monoclonal antibodies-Dose C' 'HER3 Monoclonal antibodies-Dose D'
 'Placebo' 'Cetuximab injection']",['China'],Shanghai Institute Of Biological Products,Shanghai Institute Of Biological Products,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06196879,A Study to Investigate the Efficacy and Safety of Verekitug (UPB-101) in Adult Participants With Severe Asthma (VALIANT),"Active, not recruiting",Phase 2,['Severe Asthma'],['Verekitug (UPB-101)' 'Placebo'],"['Argentina' 'Bulgaria' 'Canada' 'Chile' 'Czechia' 'Germany' 'Italy'
 'Japan' 'Poland' 'South Africa' 'South Korea' 'Spain' 'Ukraine'
 'United Kingdom' 'United States']",Upstream Bio Inc.,Upstream Bio Inc.,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06198712,A Study to Evaluate the Pharmacokinetics and Safety of Etavopivat in Pediatric Patients With Sickle Cell Disease,Recruiting,Phase 2,['Sickle Cell Disease'],['Etavopivat'],['Canada' 'Kenya' 'Lebanon' 'Nigeria' 'Turkey (Türkiye)' 'United Kingdom'],"Forma Therapeutics, Inc.","Forma Therapeutics, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
