nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score,benefit_per_cost
NCT06163729,Camrelizumab Combined With Chemotherapy and Radiotherapy Perioperative Treatment of Esophageal Gastric Junction Adenocarcinoma,Recruiting,Phase 2,['Gastroesophageal Junction Adenocarcinoma (Siewert II-III)'],['Camrelizumab+Oxaliplatin+Paclitaxel (Albumin Bound) +radiotherapy'],['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06163833,Mesenchymal Stromal Cells for Traumatic Brain Injury,Recruiting,Phase 2,['Traumatic Brain Injury With Loss of Consciousness'],"['Mesenchymal stromal cell low dosage-80*10^6 cells'
 'Mesenchymal stromal cell low dosage-160*10^6 cells'
 'Placebo-storage solution']",['Italy'],Fondazione IRCCS San Gerardo dei Tintori,Fondazione IRCCS San Gerardo dei Tintori,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06164275,Pembrolizumab Followed by Chemotherapy for the Treatment of Patients With Classical Hodgkin Lymphoma,"Active, not recruiting",Phase 2,['Classic Hodgkin Lymphoma'],"['Biopsy' 'Biospecimen Collection' 'Computed Tomography' 'Dacarbazine'
 'Doxorubicin' 'Echocardiography' 'Multigated Acquisition Scan'
 'Pembrolizumab' 'Positron Emission Tomography' 'Vinblastine']",['United States'],Northwestern University,Northwestern University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06164600,Bovine Colostrum for Prophylaxis Against Recurrent Urinary Tract Infection in Children,Recruiting,Phase 2,"['Urinary Tract Infections' 'Recurrent' 'Child' 'Prevention & Control'
 'Infections' 'Urologic Diseases' 'Communicable Diseases']",['Bovine colostrum' 'Placebo'],['Egypt'],Ain Shams University,Ain Shams University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06160843,Pembrolizumab and Olaparib Treatment for Relapsed or Refractory Peripheral T-Cell Lymphoma,Recruiting,Phase 2,"['Relapsed Peripheral T-Cell Lymphoma'
 'Refractory Peripheral T-Cell Lymphoma']","['Pembrolizumab IV infusion Q3W, with daily oral Olaparib.']",['Singapore'],"National Cancer Centre, Singapore","National Cancer Centre, Singapore",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06160206,Retifanlimab with Bevacizumab and Hypofractionated Radiotherapy for the Treatment of Recurrent Glioblastoma,Recruiting,Phase 2,['Recurrent Glioblastoma' 'Recurrent WHO Grade 4 Glioma'],"['Bevacizumab' 'Biospecimen Collection' 'Computed Tomography'
 'Electronic Health Record Review' 'Hypofractionated Radiation Therapy'
 'Magnetic Resonance Imaging' 'Retifanlimab']",['United States'],Academic and Community Cancer Research United,Academic and Community Cancer Research United,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06156527,A Randomized Phase II Study of LAZE rtiNib Alone Versus Lazertinib Plus bevaCizumab for NSCLC With EGFR + & Smoker,Recruiting,Phase 2,['Lazertinib'],['Lazertinib' 'Bevacizumab Injectable Product'],['South Korea'],"National Cancer Center, Korea","National Cancer Center, Korea",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158113,Efficacy and Safety of Baricitinib in Oral Lichen Planus: a Proof-of-Concept Study,Recruiting,Phase 2,"['Lichen Planus, Oral' 'Lichen Planus, Mucosal' 'Oral Lichen Planus']",['Baricitinib 4 milligram Oral Tablet'],['United States'],"University of North Carolina, Chapel Hill","University of North Carolina, Chapel Hill",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06156579,Combination Salvage Therapy With Venetoclax and Decitabine in Relapsed/Refractory AML,Recruiting,Phase 2,['AML' 'MDS'],['Decitabine' 'Venetoclax'],['Germany'],University Hospital Tuebingen,University Hospital Tuebingen,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06156878,PD-1 Inhibitor Plus Anti-EGFR Therapy And Radiotherapy in Locally Advanced NPC Resistant to Induction Chemotherapy,Recruiting,Phase 2,['Nasopharyngeal Carcinoma'],['Anti-EGFR and PD-1 inhibitor arm'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06156891,PD-1 Inhibitor Based Induction Chemotherapy Followed by De-escalation Protocols in OPSCC,Recruiting,Phase 2,['Oropharyngeal Cancer'],['Toxicities reduced treatment' 'Conventional treatment'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06157099,"Atorvastatin for Preventing Disease Metastasis in Patients With Resected High-Risk Stage IIA, IIB, or IIIA Melanoma",Recruiting,Phase 2,"['Pathologic Stage IIIA Cutaneous Melanoma AJCC v8'
 'Pathologic Stage IIA Cutaneous Melanoma AJCC v8'
 'Pathologic Stage IIB Cutaneous Melanoma AJCC v8']","['Atorvastatin' 'Placebo Administration' 'Computed Tomography'
 'Magnetic Resonance Imaging' 'Electronic Health Record Review']",['United States'],OHSU Knight Cancer Institute,OHSU Knight Cancer Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06157151,PRGN-2009 in Combination With Pembrolizumab Versus Pembrolizumab in Patients With Recurrent or Metastatic Cervical Cancer,Recruiting,Phase 2,"['Cervical Cancer' 'HPV-Related Carcinoma' 'HPV-Related Malignancy'
 'Recurrent Cervical Carcinoma' 'Metastatic Cervical Cancer']",['PRGN-2009 plus Pembrolizumab' 'Pembrolizumab alone'],['United States'],"Precigen, Inc","Precigen, Inc",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06157892,A Study of Disitamab Vedotin With Other Anticancer Drugs in Solid Tumors,Recruiting,Phase 2,"['Breast Neoplasms' 'Gastroesophageal Junction Adenocarcinoma'
 'HER2 Low Breast Neoplasms' 'HER2 Positive Breast Neoplasms'
 'Stomach Neoplasms' 'Triple Negative Breast Neoplasms'
 'Metastatic Breast Cancer' 'Metastatic Gastric Cancer'
 'Advanced Breast Cancer' 'Advanced Gastric Cancer']",['disitamab vedotin' 'tucatinib'],"['Australia' 'Canada' 'Germany' 'Italy' 'South Korea' 'Spain' 'Taiwan'
 'United Kingdom' 'United States']","Seagen, a wholly owned subsidiary of Pfizer","Seagen, a wholly owned subsidiary of Pfizer",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06157996,Lenvatinib Plus Tislelizumab and CapeOX as First-Line Treatment for Advanced GC/GEJC With Positive PD-L1 and Low TMEscore,Recruiting,Phase 2,['Gastric Cancer'],"['lenvatinib and tislelizumab plus CapeOX chemotherapy'
 'tislelizumab plus CapeOX chemotherapy']",['China'],"Nanfang Hospital, Southern Medical University","Nanfang Hospital, Southern Medical University",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158230,Comparison of Efficacy Between Combination of Amitriptyline-propranolol and Pizotifen for Migraine Prophylaxis.,"Active, not recruiting",Phase 2,['Migraine'],['Pizotifen' 'Amitriptyline-propranolol'],['Bangladesh'],"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh","Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06159478,Binimetinib in Patients With BRAF Fusion-positive Low-grade Glioma or Pancreatic Cancer (Perfume),Recruiting,Phase 2,['Low-grade Glioma' 'Pancreatic Cancer'],['Binimetinib 15 MG'],['Japan'],"National Cancer Center, Japan","National Cancer Center, Japan",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158269,DVRd in the Treatment of Patients With Newly Diagnosed Double-hit Multiple Myeloma,Recruiting,Phase 2,['Multiple Myeloma'],['DVRd'],['China'],"Institute of Hematology & Blood Diseases Hospital, China","Institute of Hematology & Blood Diseases Hospital, China",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158386,Chidamide Combined With Linperlisibon for the Treatment of Refractory/Relapsed Follicular Lymphoma,Recruiting,Phase 2,"['Follicular Lymphoma' 'Refractory B-Cell Lymphoma'
 'Relapsed Non-Hodgkin Lymphoma']",['Chidamide combined with Linperlisib'],['China'],The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158399,AZA Combined With RCHOP in P53-mutated DLBCL.,Recruiting,Phase 2,['DLBCL - Diffuse Large B Cell Lymphoma' 'TP53'],['Azacitidine in combination with R-CHOP'],['China'],The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158412,All-trans Retinoic Acid in Combination With a KPD Regimen for the Treatment of Refractory/Relapsed Multiple Myeloma,Recruiting,Phase 2,"['Multiple Myeloma in Relapse' 'Multiple Myeloma, Refractory']",['All-trans Retinoic Acid in combination with the KPD Regimen'],['China'],The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158490,A Study to Evaluate JYP0061 Tablets in Patients With Moderate-to-severe Atopic Dermatitis,Enrolling by invitation,Phase 2,['Moderate-to-severe Atopic Dermatitis'],['JYP0061 15 mg' 'JYP0061 30 mg' 'Placebo'],['China'],"Guangzhou JOYO Pharma Co., Ltd","Guangzhou JOYO Pharma Co., Ltd",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06158594,Determining the Optimal Amount of Structured Environments for Healthy Kids,Recruiting,Phase 2,"['Health Status Disparities' 'Pediatric Obesity' 'Ethnic Groups'
 'Socioeconomic Factors']",['Summer day camp'],['United States'],University of South Carolina,University of South Carolina,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06159283,Intravenous Immunoglobulin Replacement Therapy for Persistent COVID-19 in Patients With B-cell Impairment,Recruiting,Phase 2,['COVID-19'],['Immunoglobulins'],['South Korea'],Jaehoon Ko,Jaehoon Ko,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06188923,A New Intervention to Improve Function in Veterans With Anxiety and Depression,Recruiting,Phase 2,['Anxiety and Depression'],['Pregnenolone' 'Placebo'],['United States'],VA Office of Research and Development,VA Office of Research and Development,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06189209,Efficacy and Safety of Tenalisib in Patients With Metastatic Triple Negative Breast Cancer (TNBC),Recruiting,Phase 2,['Triple Negative Breast Cancer (TNBC)'],['Tenalisib'],['India'],Rhizen Pharmaceuticals SA,Rhizen Pharmaceuticals SA,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06189495,"A Randomized, Double-blind, Placebo-controlled Phase II Clinical Study to Evaluate the Safety, Tolerability, Efficacy, and Pharmacokinetic Profile of Genakumab Injection in Patients With Connective Tissue Disease-associated Interstitial Lung Disease",Recruiting,Phase 2,"['Systemic Sclerosis Associated Interstitial Lung Disease'
 'Rheumatoid Arthritis Associated Interstitial Lung Disease (RA-ILD)'
 'Systemic Sclerosis Associated Interstitial Lung Disease (SSc-ILD)']",['GenSci048' 'GenSci048 placebo'],['China'],"Changchun GeneScience Pharmaceutical Co., Ltd.","Changchun GeneScience Pharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06222125,A Study of HB0025 Injection in Patients With Advanced Renal Cancer,Recruiting,Phase 2,['Renal Cancer'],['HB0025'],['China'],"Huabo Biopharm Co., Ltd.","Huabo Biopharm Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06220487,"A Single-arm, Open-label Study of Olverembatinib, CD3/CD19 Bispecific T-cell Engager, and Chidamide in Patients With Newly Diagnosed Ph+ALL",Recruiting,Phase 2,"['Acute Lymphoblastic Leukemia' 'Philadelphia Chromosome'
 'Philadelphia-Positive ALL' 'Adult ALL' 'IKZF1 Gene Mutation']","['Prednisone, Olverembatinib, Blinatumomab, Chidamide']",['China'],"Nanfang Hospital, Southern Medical University","Nanfang Hospital, Southern Medical University",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06220552,The Efficacy and Safety of Low-dose Radiotherapy Combined With Sintilimab and Temozolomide in Recurrent Glioblastoma,Recruiting,Phase 2,['Recurrent Glioblastoma'],['Sintilimab' 'Low-dose Radiotherapy'],['China'],"Fifth Affiliated Hospital, Sun Yat-Sen University","Fifth Affiliated Hospital, Sun Yat-Sen University",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06220669,A Study of LY3541860 in Adult Participants With Relapsing Multiple Sclerosis,Recruiting,Phase 2,['Multiple Sclerosis'],['LY3541860' 'Placebo'],"['France' 'Germany' 'Israel' 'Italy' 'Latvia' 'Lithuania' 'Poland'
 'Slovakia' 'United Kingdom' 'United States']",Eli Lilly and Company,Eli Lilly and Company,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06221059,Efficacy and Safety of HRS-1780 Tablets and Henagliflozin Proline Tablets in Patients With Chronic Kidney Disease,"Active, not recruiting",Phase 2,['Chronic Kidney Disease'],['HRS-1780 tablet；Henagliflozin Proline tablet；HRS-1780 tablet placebo ；Henagliflozin Proline tablet placebo'],['China'],"Shandong Suncadia Medicine Co., Ltd.","Shandong Suncadia Medicine Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06221241,Evaluate the Efficacy and Safety of JMKX000623 in Participants With Diabetic Peripheral Neuropathic Pain,Recruiting,Phase 2,['Diabetic Peripheral Neuropathic Pain'],['JMKX000623' 'Pregabalin' 'Placebo'],['China'],Jemincare,Jemincare,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06221670,Toripalimab Therapy After Resection in High-risk Stage IA2-IB NSCLC With no Driver Alterations (EGFR or ALK),Recruiting,Phase 2,['NSCLC'],['Toripalimab'],['China'],Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06221683,Clinical Study of Induction Therapy Options Based on Molecular Subtyping and MRD in Children and Adolescents With AML,Recruiting,Phase 2,"['AML, Childhood' 'Acute Myeloid Leukemia']","['Homoharringtonine' 'Cytarabine' 'Etoposide' 'Venetoclax'
 'Mitoxantrone hydrochloride liposome'
 'Recombinant Human Granulocyte Colony-Stimulating Factor'
 'Idarubicin Hydrochloride' 'Sorafenib' 'Gilteritinib' 'Avapritinib']",['China'],Children's Hospital of Soochow University,Children's Hospital of Soochow University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06222489,Whole Body HER3 Quantification With Radiolabelled Patritumab Deruxtecan (HER3-DXd) PET/CT,Recruiting,Phase 2,"['Non-Small Cell Lung Carcinoma'
 'Advanced Non-Small Cell Squamous Lung Cancer' 'EGFR Gene Mutation']",['89Zr-Patritumab deruxtecan'],['Netherlands'],The Netherlands Cancer Institute,The Netherlands Cancer Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06220162,VAC Regimen for AML Patients Who Failed to Response to VA Regimen,Recruiting,Phase 2,['Acute Myeloid Leukemia'],['chidamide in combination with venetoclax and azacitidine (VAC)'],['China'],The First Affiliated Hospital of Soochow University,The First Affiliated Hospital of Soochow University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06222671,A Study to Evaluate 608 in Patients With Non- Radiographic Axial Spondyloarthritis (Nr-axSpA),Recruiting,Phase 2,['Axial Spondyloarthritis'],['608' '608' 'Placebo'],['China'],"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.","Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06222723,LAssa Fever Adjunct Treatment With DEXamethasone,Recruiting,Phase 2,['Lassa Fever'],['Dexamethasone' 'Ribavirin'],['Nigeria'],Bernhard Nocht Institute for Tropical Medicine,Bernhard Nocht Institute for Tropical Medicine,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06222827,Study to Evaluate the Efficacy and Safety of Satralizumab in FSHD1,"Active, not recruiting",Phase 2,['Facioscapulohumeral Muscular Dystrophy 1'],['Satralizumab Prefilled Syringe' 'Placebo Comparator'],['Canada' 'France'],Centre Hospitalier Universitaire de Nice,Centre Hospitalier Universitaire de Nice,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06223048,A Study of AMDX-2011P in Participants With Primary Open Angle Glaucoma,Recruiting,Phase 2,['Primary Open Angle Glaucoma'],['AMDX-2011P'],['United States'],Amydis Inc.,Amydis Inc.,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06223074,Improving the Treatment of Acute Relapses in Multiple Sclerosis Through Intranasal Methylprednisolone Administration,Enrolling by invitation,Phase 2,['Multiple Sclerosis Relapsing Remitting' 'Treatment'],['IV Methylprednisolone administration' 'Nasal Methylprednisolone (MT)'],['Mexico'],Universidad Nacional Autonoma de Mexico,Universidad Nacional Autonoma de Mexico,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06223360,A Trial to Evaluate the Safety and Efficacy of Benfotiamine in Patients With Early Alzheimer's Disease (BenfoTeam),Recruiting,Phase 2,['Alzheimer Disease'],['Low Dose Benfotiamine' 'High Dose Benfotiamine' 'Placebo'],['United States'],Alzheimer's Disease Cooperative Study (ADCS),Alzheimer's Disease Cooperative Study (ADCS),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06223568,Phase II Trial of Neoadjuvant Chemotherapy (NAC) Alone or in Combination With Immunotherapy Vaccine PRGN-2009 in Subjects With Newly Diagnosed HPV-Associated Oropharyngeal (Head and Neck) Cancer,Recruiting,Phase 2,"['Squamous Cell Carcinoma of the Head and Neck' 'Oropharynx'
 'Human Papillomavirus Viruses' 'Drug Therapy' 'Cancer Vaccine']",['Docetaxel' 'Cisplatin' 'PRGN-2009'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06220188,PSMA-RLT in Biochemically Recurrent PCa,Recruiting,Phase 2,['Prostate Cancer Recurrent'],['[177Lu]Lu-PSMA I&T'],['Austria'],Medical University of Vienna,Medical University of Vienna,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06220097,Mitoxantrone Hydrochloride Liposome Injection-containing Bridging Regimen and CD19-targeting CAR-T Therapies,"Active, not recruiting",Phase 2,['B-cell Acute Lymphoblastic Leukemia' 'B-cell Lymphoma Refractory'],['Mitoxantrone hydrochloride liposome Injection-based bridging therapy+ Fludarabine-based chemotherapy +CD19 CAR-T Cells'],['China'],"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06223711,Durvalumab With Consolidative Radiochemotherapy and Ablative Stereotactic Radiotherapy in Oligometastatic ES-SCLC,Recruiting,Phase 2,['Extensive-stage Small-cell Lung Cancer'],"['Thoracic Radiochemotherapy' 'durvalumab'
 'Stereotactic radiotherapy of further tumor locations' 'Chemotherapy']",['Germany'],Universität des Saarlandes,Universität des Saarlandes,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06216366,Rhu-pGSN to Mitigate Proinflammatory Responses to Decompression in Healthy SCUBA Divers,"Active, not recruiting",Phase 2,['Decompression Sickness'],"['Sodium Chloride 0.9% Inj pre-exposure'
 'Sodium Chloride 0.9% Inj post-exposure'
 'Recombinant human plasma gelsolin pre-exposure'
 'Recombinant human plasma gelsolin post-exposure' 'Hyperbaric chamber']",['United States'],BioAegis Therapeutics Inc.,BioAegis Therapeutics Inc.,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06213311,A Study of Axicabtagene Ciloleucel and Glofitamab as Second-Line Therapy for Relapsed or Refractory Patients With Large B Cell Lymphoma,Recruiting,Phase 2,['B Cell Lymphoma'],['Glofitamab' 'Obinutuzumab' 'Axi-cel'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06213506,"A Study on the Safety, Reactogenicity, and Immune Response to the GVGH iNTS-GMMA Vaccine Against Invasive Nontyphoidal Salmonella in Adults, Children, and Infants",Recruiting,Phase 2,['Salmonella Infections'],"['Measles and Rubella vaccine' 'Yellow Fever vaccine'
 'Pentavalent vaccine' 'Pneumococcal vaccine' 'Inactivated polio vaccine'
 'iNTS-GMMA Dose C' 'iNTS-GMMA Dose B' 'iNTS-GMMA Dose A' 'MenACWY'
 'DTPa-HBV-IPV+Hib' 'Placebo']",['Ghana'],GlaxoSmithKline,GlaxoSmithKline,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06213857,Beneficial Effect of Silymarin in Ulcerative Colitis,Recruiting,Phase 2,['Ulcerative Colitis'],['Silymarin' 'Mesalamine' 'Azathioprine'],['Egypt'],Tanta University,Tanta University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06215261,An Evaluation of the Safety and Efficacy of Methylone for the Treatment of PTSD,"Active, not recruiting",Phase 2,['Post Traumatic Stress Disorder'],['Methylone'],['Australia' 'United Kingdom' 'United States'],Transcend Therapeutics,Transcend Therapeutics,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06215651,Cadonilimab and Lenvatinib for Conversion Therapy in Unresectable Hepatocellular Carcinoma,Recruiting,Phase 2,['Cadonilimab and Lenvatinib'],['Cadonilimab lenvatinib'],['China'],Peking Union Medical College Hospital,Peking Union Medical College Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06215911,A Study to Assess Safety & Effectiveness of Tovinontrine in Chronic Heart Failure With Reduced Ejection Fraction (Cycle-1-REF),"Active, not recruiting",Phase 2,"['Heart Failure' 'Heart Failure With Reduced Ejection Fraction'
 'Cardiovascular Diseases' 'Heart Diseases']",['Tovinontrine (CRD-750)' 'Placebo'],"['Australia' 'Belgium' 'Bulgaria' 'Canada' 'Czechia' 'Georgia' 'Germany'
 'Hungary' 'Italy' 'Latvia' 'Lithuania' 'Netherlands' 'New Zealand'
 'Poland' 'Slovakia' 'Spain' 'Taiwan' 'United Kingdom' 'United States']","Cardurion Pharmaceuticals, Inc.","Cardurion Pharmaceuticals, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06216249,Phase 2 Randomized Trial of Flexible Dosing Schedule of 177Lu-PSMA-617 for the Treatment of Metastatic Castration-Resistant Prostate Cancer (FLEX-MRT),Recruiting,Phase 2,"['Prostate Carcinoma'
 'Stage IVB Prostate Cancer American Joint Committee on Cancer (AJCC) v8']","['Computed Tomography' 'Gallium Ga 68 Gozetotide'
 'Lutetium Lu 177 Vipivotide Tetraxetan' 'Positron Emission Tomography'
 'PSMA PET Scan' 'Questionnaire Administration'
 'Single Photon Emission Computed Tomography']",['United States'],Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06216470,Vaccinal Effect of HBsAg Monoclonal Ab VIR-3434 in Chronic Hepatitis B Infection [VISION],Recruiting,Phase 2,"['Hepatitis B, Chronic']",['VIR-3434'],['Canada'],"University Health Network, Toronto","University Health Network, Toronto",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06219980,SBRT Followed by Neoadjuvant Chemoimmunotherapy of Sindilizumab Plus Docetaxel and Cisplatin for Locoregionally Advanced Squamous Carcinoma of Oral Cavity and Oropharynx,Recruiting,Phase 2,['SBRT'],['SBRT+chemoimmunotherapy'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06216535,Escitalopram in Asthma Patients With Frequent Exacerbation,Recruiting,Phase 2,['Asthma'],['Escitalopram' 'Placebo'],['United States'],University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06218056,Cannabidiol for Reducing Cigarette Use,Recruiting,Phase 2,['Tobacco Use Disorder' 'Tobacco Smoking' 'Tobacco Dependence'],['Cannabidiol (CBD) 800 mg' 'Placebo'],['United States'],"University of California, Los Angeles","University of California, Los Angeles",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06218420,Evaluation of Stereotactic Body Radiotherapy as a Bridge Therapy for Hepatocellular Carcinoma Patients Enlisted for Liver Transplantation,Recruiting,Phase 2,['Hepatocellular Carcinoma'],['Stereotactic Body Radiotherapy (SBRT)'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06218602,Pilot Trial of Fecal Microbiota Transplantation for Lymphoma Patients Receiving Axicabtagene Ciloleucel Therapy.,Recruiting,Phase 2,['Lymphoma'],['Fecal Microbiota Transplantation' 'Chemotherapy' 'CAR-T Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06218810,"Cadonilimab in Combination With Bevacizumab and FOLFOX Regimen for the First-Line Treatment of Advanced Unresectable MSS-Type, RAS-Mutated Metastatic Colorectal Cancer",Recruiting,Phase 2,"['Metastatic Colorectal Cancer'
 'Microsatellite Stable Colorectal Carcinoma' 'RAS Mutation' 'Cadonilimab']",['Cadonilimab + bevacizumab + FOLFOX'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06219317,Immunotherapy Consolidation After Radical Treatment of Synchronous Oligo-metastatic NSCLC,Recruiting,Phase 2,['NSCLC Stage IV'],['Cemiplimab' 'Placebo'],['Belgium' 'France' 'Italy' 'Netherlands' 'Spain'],European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06219941,AZD0901 in Participants With Advanced Solid Tumours Expressing Claudin18.2,Recruiting,Phase 2,"['Gastric Cancer' 'Gastroesophageal Junction Cancer'
 'Biliary Tract Cancer' 'Pancreatic Ductal Adenocarcinoma']","['AZD0901' '5-Fluorouracil' 'Leucovorin' 'l-leucovorin' 'Irinotecan'
 'Nanoliposomal Irinotecan' 'Gemcitabine']","['Australia' 'Canada' 'China' 'Georgia' 'Japan' 'Malaysia' 'Moldova'
 'Poland' 'Singapore' 'South Korea' 'Spain' 'Taiwan' 'United Kingdom'
 'United States']",AstraZeneca,AstraZeneca,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06223659,EMLA Topical Cream for Treatment of Pain in Patients Receiving Intra-Dermal Technetium 99 Injections for Lymphoscintigraphy for Skin Cancers,Recruiting,Phase 2,"['Cutaneous Melanoma' 'Merkel Cell Carcinoma'
 'Skin Squamous Cell Carcinoma']","['Eutectic Mixture of Local Anesthetics' 'Placebo Administration'
 'Questionnaire Administration']",['United States'],Ohio State University Comprehensive Cancer Center,Ohio State University Comprehensive Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06224036,Clinical Study of JDB0131 Benzenesulfonate Tablets in Patients With Drug-sensitive Pulmonary Tuberculosis,Recruiting,Phase 2,['Drug-resistant Tuberculosis'],['JDB0131' 'Delamanid' 'Ethylpyrazine rifampicide (II)'],['China'],Beijing Chest Hospital,Beijing Chest Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06212583,High-Risk Metachronous Oligometastatic Prostate Cancer Trial,Recruiting,Phase 2,['Prostate Cancer' 'Oligometastatic Disease'],"['niraparib/abiraterone acetate'
 'Stereotactic ablative radiation therapy (SABR)'
 'Androgen deprivation therapy (ADT)']",['United States'],"University of Maryland, Baltimore","University of Maryland, Baltimore",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06231563,Ketamine for Veterans With Parkinson's Disease,Recruiting,Phase 2,"[""Parkinson's Disease""]",['Ketamine' 'Remimazolam'],['United States'],VA Office of Research and Development,VA Office of Research and Development,Global / Multi-Region,2.0,1.0,0.6,0.3
